SANGER_MODEL_ID,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1029,1030,1031,1032,1033,1034,1036,1037,1038,1039,1042,1043,1046,1049,1050,1051,1052,1053,1054,1057,1058,1059,1060,1061,1062,1067,1068,1069,1072,1073,1079,1080,1083,1084,1085,1086,1088,1089,1091,1093,1096,1129,1131,1133,1149,1168,1170,1175,1177,1179,1180,1190,1191,1192,1194,1199,1200,1237,1239,1243,1248,1249,1250,1259,1268,1372,1373,1375,1378,1401,1441,1449,1463,1494,1502,1507,1510,1511,1512,1529,1549,1553,1557,1558,1559,1560,1561,1563,1564,1576,1578,1580,1581,1582,1583,1584,1593,1594,1598,1613,1614,1615,1617,1618,1620,1621,1622,1624,1625,1626,1627,1629,1630,1631,1632,1634,1635,1706,1720,1736,1778,1786,1799,1802,1803,1804,1806,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1819,1825,1827,1830,1831,1835,1838,1843,1845,1847,1849,1852,1853,1854,1855,1862,1873,1908,1909,1910,1911,1912,1913,1915,1916,1917,1918,1919,1922,1924,1925,1926,1927,1928,1930,1931,1932,1933,1936,1939,1940,1941,1996,1997,2011,2037,2038,2039,2040,2043,2044,2045,2046,2047,2048,2055,2057,2096,2106,2107,2109,2110,2111,2148,2156,2157,2158,2159,2169,2170,2171,2172,2173,2174,2175,2177,2359,2438,2439,2498,2499
SIDM00003,-2.97803,-4.394202,2.930082,-0.743164,-5.360228,-0.13456,4.822068,3.63044,4.322787,1.354674,1.987637,-3.072766,-1.515076,3.930116,4.458986,1.433882,4.459584,2.837616,-1.142362,3.540495,-2.836969,5.123063,-2.449648,3.499091,4.21163,-1.956043,1.771158,5.158735,-2.709661,-0.345968,1.728987,2.199713,5.162253,5.163941,4.871149,0.80535,3.062628,1.929565,2.284907,3.4985,2.614428,2.784569,-2.297483,1.466345,0.089326,-4.526337,-1.777029,-2.677465,4.645686,1.893988,4.872229,2.452037,4.809383,4.213263,-3.823725,2.164809,-1.914927,2.559508,,2.166461,3.955631,1.369006,4.608756,,3.817798,5.544051,3.689974,1.028092,1.688502,4.533167,3.775571,5.043151,-1.005578,-3.287379,-3.538205,-5.351246,3.276384,5.283748,2.425982,3.109799,5.598683,1.759268,1.794013,-3.401,3.71486,3.567113,1.976783,4.60207,-6.416117,-3.550544,5.595628,2.129272,2.546007,1.510877,3.11429,5.237624,-4.388302,5.085131,5.22572,4.217135,-1.795246,4.810724,0.196016,5.677532,3.120835,5.301668,2.790554,-2.619393,5.293482,3.022937,4.83201,-2.10515,3.31043,5.367765,5.65719,2.132318,3.541686,3.28031,3.700124,1.428386,1.689539,5.278859,0.687805,2.275402,5.484788,2.176756,3.320933,5.646253,5.510346,3.44209,3.596781,4.64696,2.037814,2.908635,5.151815,4.556009,2.378213,3.829786,5.129246,5.467694,0.684603,4.609168,-1.549498,3.213522,2.449235,5.531287,3.936347,6.653114,6.758574,4.229657,-0.318963,0.406242,-1.10367,-4.095394,2.10082,3.377604,6.35666,5.115594,3.959009,-5.456162,-2.891504,-0.241741,1.433883,2.993858,4.298113,4.043875,3.609723,-0.083214,2.465152,4.862111,-0.414437,4.684421,3.842767,4.800443,4.67194,-2.014176,0.73021,-0.498205,1.840777,2.91019,-4.930504,4.279847,3.960624,2.821701,3.421111,1.035922,3.107849,2.202313,1.82612,3.614232,5.459456,-0.176648,5.557297,4.104201,0.396008,5.658893,1.589757,4.086044,2.139304,2.397219,3.815077,-4.336122,3.721885,3.722715,4.29837,3.579008,2.311861,3.705244,0.501382,4.775632,3.082404,4.844916,2.070938,-0.614817,-4.127139,2.001291,5.981265,0.025893,2.325055,3.605888,1.681925,4.700112,3.424512,2.336743,2.632202,4.948253,3.667388,3.935396,,5.663513,,,,,,,,,,,
SIDM00023,0.192073,-2.078202,2.806732,3.776371,-4.497321,3.523993,6.112542,0.708154,2.799408,1.54515,3.718199,2.887239,2.537654,6.786685,6.436306,1.664783,6.223325,2.283364,-0.174478,4.819501,0.104281,5.803473,-0.643071,6.335538,5.644222,1.776672,-0.672358,6.159153,-2.896999,3.614921,2.911483,2.048098,5.313347,4.811831,4.647248,0.336941,3.930018,1.805579,0.563398,1.976014,4.3036,2.96394,-0.661285,1.225643,-0.118442,1.749577,5.753379,3.153004,5.867557,1.131266,4.317462,4.970318,5.248615,-0.541546,-3.146721,2.643174,-0.717884,2.881642,-2.235443,3.704698,5.908994,1.199546,5.645446,1.152548,4.25297,7.283034,4.768273,-1.338817,1.48823,3.496381,4.998092,5.752302,0.285546,-2.368337,2.723891,-3.377838,3.380245,6.408851,6.005659,4.143532,6.695397,2.423356,3.695414,3.795701,3.791729,1.846941,3.992122,5.730707,0.550402,4.132075,6.545103,1.86559,2.234142,2.765571,5.665364,2.716416,-1.691803,6.434314,5.244237,3.857561,0.771525,6.430738,1.224829,0.504667,5.214943,6.853947,0.869679,-2.105048,2.239067,1.062368,6.844909,3.019861,3.945629,5.960479,5.802453,4.081252,4.871312,3.00327,2.596985,3.338336,4.236358,4.827406,3.651522,5.064569,6.793027,6.173142,4.155261,6.557761,6.415405,5.489422,5.130539,6.553165,5.648359,4.267498,4.721896,2.918224,3.421173,4.837088,5.481116,6.014328,2.567153,6.370066,4.776159,5.025318,3.55632,2.516764,4.615629,3.236718,1.424402,6.425815,0.466064,1.188306,2.592138,-1.678129,1.04575,0.364054,6.047162,5.295207,3.95746,-5.238813,-0.782163,-0.130523,-1.405352,2.817846,4.321156,4.019208,4.447434,1.374249,4.107614,4.943335,-0.079946,4.892496,4.387567,6.260564,4.463699,-0.8702,1.745535,3.118912,3.354194,2.998578,-4.082577,5.59207,5.896565,0.400615,5.780432,2.225943,2.999393,0.466026,3.826468,4.952011,6.446526,1.903347,5.86096,5.009641,0.791621,6.358616,3.204185,6.42527,4.104787,,4.130718,-3.615146,,4.568751,,,,2.820383,1.070017,6.011499,5.162285,5.4592,4.702906,,-1.37907,,,2.971232,,4.539326,3.482125,4.993357,3.568696,,,,,,3.343242,3.678532,0.569745,2.903724,6.054016,3.385883,6.446526,3.136748,,,,,
SIDM00042,-2.702457,-2.867712,3.81514,0.94183,-4.113667,1.999782,5.144506,2.314797,1.088612,1.971352,3.19843,0.484535,0.19385,4.653263,5.324641,2.867572,5.834181,3.623088,0.236322,3.916099,0.577016,5.261744,-0.881063,6.079074,4.549659,-2.365978,2.448397,4.919775,-2.784461,5.30381,2.672157,3.231016,5.144506,4.37081,5.302515,1.825413,6.185656,5.927281,1.299923,4.697773,4.210626,5.250816,-3.086172,1.33275,-0.411308,-0.558081,5.079118,1.773192,6.044282,1.116145,5.201463,5.775651,6.099516,0.253791,-2.914311,3.837171,-1.198267,2.991826,-1.2232,2.524982,3.060378,0.920642,4.673161,,4.169452,4.848569,4.181237,-0.23228,6.071554,3.766536,4.155589,4.888789,0.819747,-2.900011,-0.517255,-4.35017,3.762402,4.257023,3.881721,2.584813,4.240656,2.104601,1.291423,-3.74337,3.321055,2.414153,2.584449,4.632346,-1.140312,5.273815,7.704984,3.473841,1.64006,1.605859,5.698361,2.493654,-3.65993,5.014077,5.899444,4.786439,-1.571282,5.77995,0.225513,3.986615,5.267618,4.803961,4.225891,-1.763511,3.283711,1.666636,5.747877,1.667012,2.434768,5.415621,5.725903,3.081993,4.222977,3.304223,3.459056,1.963176,1.706022,4.958392,1.374245,4.331533,5.820107,2.954016,4.226509,5.255174,5.360646,4.876619,4.764754,5.168774,3.019132,2.214469,4.819232,3.721735,3.211661,4.335497,5.595652,5.279956,2.132052,5.913565,3.126217,4.0088,2.192545,5.824574,4.329633,3.003952,1.308635,3.826335,-0.440337,0.897927,-0.182358,-2.840719,1.841737,5.695188,6.418068,5.878394,3.74713,-4.945963,-2.406227,-0.09655,1.574823,3.39176,4.566779,3.283727,4.217307,-1.263599,2.690817,4.592221,-0.386274,5.449512,6.003274,6.062749,5.232616,-0.807982,0.337091,1.314705,3.760795,1.726154,-6.430659,3.486194,4.736408,3.525604,4.347295,1.007168,2.263708,2.684231,2.110539,3.20901,4.695087,-0.550125,5.729632,5.057179,-0.05873,4.919243,3.456181,1.932856,2.107032,3.21637,2.166807,-5.916907,3.349634,3.629531,5.06672,5.062989,4.948439,2.759712,1.1859,4.580084,3.756262,4.78428,3.241886,3.179675,-2.227453,0.805913,5.069304,2.496721,5.907786,5.228053,1.608456,5.815813,3.197524,2.429165,2.108055,5.777688,4.648776,3.24588,,5.145444,0.628353,2.933595,3.534174,,,1.853798,6.037089,9.632884,10.144876,8.116318,11.011836
SIDM00043,-3.420978,-5.376888,1.271109,-1.023948,-5.497637,3.219146,5.421521,2.123272,3.781755,1.791766,2.570167,1.95882,0.051005,5.064569,5.38891,1.876891,5.513457,2.866544,1.43252,3.910698,0.736878,5.521731,-0.885212,5.508103,5.521731,-1.962973,-0.21345,5.285355,-2.554775,3.20793,2.829351,2.217541,4.547543,3.532632,4.763075,1.113955,4.598088,1.323444,1.533405,2.138949,2.961648,3.960587,-1.873326,1.927879,-0.906632,0.636034,4.231959,2.706349,5.475267,-0.391639,3.211794,4.002656,1.891955,0.315332,-4.655686,2.827683,-2.893249,2.836958,-2.097563,1.007047,3.061597,2.035043,4.472809,2.639748,4.086395,3.962948,2.043044,-1.831681,1.855282,2.160224,3.550632,2.751404,0.318662,-3.725243,-4.65774,-5.235738,2.474696,5.431716,5.255687,3.21876,4.885761,1.647792,1.784971,-3.916236,2.282793,1.36204,0.30602,4.07166,-0.671703,3.333891,5.324534,-0.524886,1.394173,1.298831,5.274922,2.235599,-4.704659,5.290209,4.809443,4.642191,-1.555895,5.465807,0.060388,0.746288,2.002257,4.462142,1.651369,-3.532055,2.875193,1.422382,4.144476,0.98387,3.399611,4.371005,4.104391,3.260337,3.691648,1.261007,0.954098,2.012307,4.178938,3.516378,4.719725,4.792402,5.719733,1.572912,2.759763,5.900691,3.847385,3.840539,2.940889,5.210758,2.002938,3.251344,4.483226,3.285278,2.780669,3.74536,4.096758,5.164887,1.716098,3.343509,2.50822,2.53065,4.419595,1.106631,3.330183,4.777975,5.610319,4.733058,-0.633499,0.97556,2.567707,-3.694231,2.386977,5.518605,6.201657,6.001975,5.521731,-5.163484,-3.265669,-0.382656,0.668075,3.007064,2.92118,2.661838,3.400679,-1.84946,-0.26045,3.849079,-1.195716,3.731457,3.016179,4.583482,2.742937,-1.504401,1.49959,2.49866,2.737569,3.70689,-6.536853,1.86896,5.019252,1.379402,3.348113,2.61982,4.525273,0.736478,2.694438,2.882638,4.821376,1.79836,5.147533,3.806273,0.059946,4.958976,3.525349,4.066081,2.55934,,3.742075,-6.324889,,4.690742,,,,,0.976352,4.97328,3.360585,5.142254,4.828584,,-3.309603,,,2.01297,,4.390748,2.244915,3.174882,2.660465,,,,,,4.535346,3.74597,2.2379,0.383009,3.692632,2.262804,4.784893,2.472221,,,,,
SIDM00044,-1.62119,-2.256926,2.813168,3.226175,-2.465337,0.741337,4.114901,3.8881,2.929409,2.761514,4.882187,3.039183,2.633545,5.06247,5.942207,4.236092,6.291711,4.481536,-0.508641,4.021861,1.523653,5.736458,-2.138786,6.472959,5.687399,-4.510177,1.810624,6.170389,-2.973995,6.30715,1.492255,4.65334,4.769823,6.21274,6.202437,2.912935,4.159903,5.11492,4.046781,5.541912,4.516615,2.933909,-0.880194,2.027844,0.641404,2.557226,5.808538,4.517514,6.283277,2.297831,5.780754,6.31078,5.1605,1.305449,-2.058524,4.448988,-0.38416,3.352383,-0.401463,3.12078,5.175734,2.713152,5.999373,,4.959145,,4.672163,2.78182,3.351403,2.565288,4.042896,,1.672931,,-0.450574,-4.387322,2.114096,5.153975,3.910007,3.934891,5.938164,3.974276,1.735093,-4.863278,,,2.978325,4.58378,1.217504,5.234109,7.178166,3.824994,1.100909,0.4773,3.567432,1.928497,-2.885398,5.332795,,4.777258,-0.139118,5.239394,2.408021,5.173456,,,4.326673,-3.387744,3.907549,3.397047,6.338075,3.562744,,,,,,,,,2.365303,6.482996,,,,,,,,,,,,,,,,4.356343,,,,,,,2.052359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.327051,1.981322,4.479264,2.711998,3.150664,-4.529044,3.05388,4.612061,2.656477,3.068598,1.793091,3.522119,1.394601,2.330831,3.611585,6.193722,0.595567,5.677411,4.131732,0.225304,5.691298,4.222638,6.347666,4.198115,2.188773,4.088736,-3.506838,3.985048,4.769411,6.453703,6.223284,5.808538,3.037951,3.882384,6.04014,2.929333,4.99136,3.330605,4.183134,0.425754,2.139961,,4.272386,4.713753,6.452857,3.47785,5.123927,5.565464,2.421667,3.29661,4.221303,3.413827,3.593922,,5.13117,4.03947,4.629537,4.69728,,,2.562927,6.501685,10.407649,9.064214,7.713606,10.906946
SIDM00045,-4.512512,-5.948615,2.001251,-1.95261,-7.099055,-1.596631,3.955732,2.427621,1.075079,0.398014,1.060876,0.858843,0.567342,2.801025,3.443984,1.610109,3.761427,-1.251931,-2.65282,2.585589,-2.372588,4.269568,-3.630738,3.958813,2.839822,-1.618711,1.096907,2.976423,-4.184906,2.135724,0.17066,1.582728,2.69433,4.004618,3.766272,-0.026417,-3.08031,-0.747753,-3.434348,0.935329,1.328289,0.087523,-3.401018,-0.200495,-0.909213,0.311168,3.57714,2.824182,4.228595,-1.744465,2.356301,3.263208,1.815523,1.156497,-6.077377,0.447686,-1.946237,-0.022086,-4.126692,-0.360894,1.776007,-1.172824,3.184342,,1.26704,,2.639235,0.881709,1.351361,2.070559,2.294223,,-0.876011,,-4.300855,,1.054989,3.796003,1.836749,1.496375,3.491511,0.296459,1.607707,-6.68264,,,1.347514,2.63163,-1.404037,2.301706,5.398145,1.245083,0.189193,-0.263672,3.447967,-2.253634,-6.137883,4.211762,,2.002824,-2.51119,4.268118,-2.249881,2.612333,,,1.648068,-4.856009,0.62407,-0.723624,4.243639,1.406862,,,,,,,,,1.275623,2.921795,,,,,,,,,,,,,,,,2.660849,,,,,,,-4.466267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.964563,0.089496,1.399118,1.942282,0.908835,-5.929122,0.673374,3.768169,1.054947,1.389043,-0.559109,1.803545,0.285344,-1.900811,1.644539,4.004454,-1.286628,3.146333,2.254504,-0.473047,4.257052,0.844097,1.091959,1.273868,0.743397,3.020132,-1.964303,4.270018,3.512854,1.998796,2.879263,3.324708,1.285083,-2.779848,4.270287,1.563105,3.156693,-0.29349,1.013134,-5.007342,0.304346,,1.33211,3.792395,4.270287,1.665727,1.986844,0.904917,-0.452596,0.793138,4.031334,2.665272,1.515292,,1.538242,-0.518694,-1.170669,2.472073,,,0.775292,4.2245,9.171632,7.875518,6.476627,8.341992
SIDM00046,-0.565347,-3.794158,4.105825,3.087879,-2.93475,3.451878,5.549727,-0.437893,2.82175,3.937988,5.3911,3.591423,1.310396,6.205347,6.68711,1.169217,6.536321,5.708545,2.758178,4.914155,2.541333,6.744244,0.914352,6.874571,6.914831,1.232473,-3.247328,6.60338,-2.37761,5.093006,3.384027,3.049249,6.308539,4.525779,5.454135,3.119468,6.042547,2.838293,2.499779,4.801702,2.563652,5.218242,-0.296665,1.347436,0.323523,3.434521,6.020231,5.096139,6.20474,3.121861,4.086832,4.44996,5.707278,-0.818237,-1.945719,4.805109,-2.159297,3.709354,2.508572,3.620079,6.177476,1.884298,4.87589,2.94764,3.515136,6.281272,4.849483,-0.912416,0.325377,4.831194,5.022706,5.966387,2.615872,-1.72892,2.133611,-3.41552,3.567838,5.583117,6.742527,4.597704,6.82598,4.063443,4.698094,2.069534,4.726976,2.743588,3.055829,4.569904,1.325322,4.734725,6.028307,3.666408,3.340658,2.841633,6.753409,4.606585,-0.189883,5.165149,4.544744,4.573465,0.358526,6.711047,3.968773,-1.966226,3.911308,5.716885,0.462181,-0.196251,4.041625,1.515861,6.723382,3.476922,4.641587,5.994872,6.836739,5.173439,5.540975,3.565465,3.319829,3.06179,3.032548,5.389974,6.281867,4.891858,7.189345,3.042334,4.221968,7.182201,6.277496,4.919085,5.708504,7.217551,6.218083,4.788257,5.261134,3.382846,4.351078,5.143246,5.542128,7.444495,3.91746,6.407288,5.049953,5.144648,6.105303,-0.739757,5.079196,2.773997,2.819058,6.339528,0.860057,2.361241,3.000925,-0.779617,5.248169,6.58003,7.339457,6.563894,6.248274,-4.628671,1.123513,2.247707,1.207721,4.497637,4.308273,3.702185,3.391879,-0.35229,2.636457,4.284261,0.198428,6.478766,4.392245,3.994481,4.606868,-1.041378,3.138831,5.070646,3.521061,2.648702,-4.23578,2.377549,6.083294,-1.703293,2.996568,4.164052,2.856999,-2.523354,1.947093,3.377869,6.160317,0.504749,6.476865,5.044911,3.107265,6.652092,5.508482,6.205125,4.601333,,3.380798,-4.397684,,3.425093,,,,3.429451,1.574044,6.126681,5.182765,6.52397,5.060542,,-0.67818,,,3.432723,,5.950755,3.7623,4.38311,4.891115,,,,,,5.253989,5.369314,2.939417,5.427594,6.882532,3.774556,6.566259,3.835449,,,,,
SIDM00047,-2.498456,-5.571462,3.00344,-0.416793,-4.824965,-3.122719,4.725548,2.450382,3.565751,2.196521,4.431146,1.32552,0.559394,3.724429,5.328445,2.870012,5.419756,2.482292,0.154172,2.933653,1.210476,5.551288,-1.101754,6.001212,6.040584,-4.649201,1.27148,4.916999,-3.426166,4.018743,-0.004157,3.745436,4.990084,5.652976,5.30954,3.250369,5.169563,4.29951,0.050493,4.208316,3.198837,2.855544,-2.336871,0.866229,-0.680689,0.506016,4.781334,2.72223,5.428494,0.399009,3.953217,4.798052,4.348814,-0.0391,-2.820186,2.288892,-3.215417,3.238536,-0.843114,3.037689,2.492389,1.178601,5.189089,,3.989594,3.251279,4.239389,-1.011393,1.487932,3.778236,4.315833,3.963766,1.175475,-3.884453,-2.833023,-4.735945,0.399272,4.351942,3.974154,3.212678,6.179197,0.858223,1.434228,-5.658344,3.412773,0.576147,1.183957,2.290611,-1.019092,4.221772,6.851974,3.619374,0.738134,0.26582,5.50488,3.212649,-4.258304,3.759681,3.843868,3.505725,-3.226333,5.409851,0.46862,2.102398,3.092413,4.427977,2.965017,-3.563891,2.270123,1.414565,6.411084,1.351772,3.01012,5.002796,5.905131,1.675233,5.062816,3.276289,3.278365,3.264759,2.226,4.917566,2.922027,3.289961,5.497338,-2.871722,3.939533,5.869429,4.208297,5.304856,1.848087,4.495839,0.508306,3.130604,5.110434,2.216508,2.81093,3.836954,3.881983,5.333584,-1.652083,2.051118,3.330258,4.454787,1.890803,3.336245,4.051268,5.358281,5.121582,3.302593,-0.467369,-1.016114,-0.947997,-3.991464,1.793546,5.504323,6.731801,6.560722,4.963603,-5.792512,-5.190452,-2.221316,1.529523,2.577434,4.232236,2.426976,3.318319,-1.311579,-1.413739,2.155339,-1.813867,5.749045,3.898975,3.346089,3.751216,-1.516341,0.69667,2.710628,2.745173,4.184025,-6.493298,2.471618,4.862924,1.936452,1.724323,1.578415,1.9658,0.664314,1.293267,2.576299,4.536783,-0.047346,4.903695,4.056733,0.216677,6.111258,3.467866,5.616691,2.12132,3.932308,2.648182,-5.172825,3.131142,4.125811,5.756523,5.145355,5.124959,3.311202,0.831981,5.031715,2.368325,5.204054,4.590485,2.910663,-4.886525,1.446552,6.776905,4.002913,3.293483,5.010762,1.260922,5.09681,5.732205,0.311846,4.024702,5.562275,6.040584,3.152447,,2.981055,3.018991,2.438416,3.067598,,,2.651505,6.03674,10.277034,10.096119,7.910619,10.534
SIDM00048,-2.97125,-5.457684,2.987201,2.209865,-4.904473,2.709248,4.949896,1.583742,1.795922,1.400691,3.648812,1.789276,0.840734,4.538755,5.338518,1.773579,5.715142,4.959666,0.582146,3.961406,0.436703,5.753761,-1.546255,5.753761,5.753761,-2.067982,-1.534185,4.745578,-5.617386,3.186948,5.04726,3.870944,4.06467,1.965524,4.061683,2.175928,4.071245,2.595199,2.71514,4.948524,3.063976,4.83747,-0.78375,1.52208,-0.005893,-0.138161,5.060614,1.703832,4.505872,,4.48139,3.956703,4.821106,-1.663124,-4.007609,1.468441,-1.56532,3.586378,0.562875,1.548068,5.386945,1.586,4.940093,3.206408,3.935637,3.593186,4.105418,1.203893,1.684803,5.459515,4.860285,4.649019,0.37708,-3.477303,-0.398163,-5.20803,3.211273,2.847394,5.753761,3.161146,5.405874,1.974874,1.967871,-3.397729,1.761449,0.127132,3.795542,3.258894,-1.214814,4.171602,6.615135,2.259557,1.280522,0.238191,5.004679,1.187174,-3.691202,5.336534,3.810045,5.194296,-0.788843,5.736643,2.719206,0.207409,2.449654,4.158283,0.553038,-3.55862,2.391399,0.552802,2.742767,1.507205,2.679506,5.0653,,,,,,0.408348,3.677751,4.500449,4.081456,5.738105,5.668953,2.064425,4.685231,5.751912,4.82849,4.070014,4.043079,4.547567,2.83443,3.050334,4.338748,4.037004,1.944645,4.034444,5.564096,5.73862,,,,,5.321497,1.820454,,,,,,,,,,,,,,,,,,,,,,,,,-0.655802,4.892809,5.119599,3.686299,1.983682,-1.602876,1.004318,2.619445,3.31984,2.409059,-4.667777,2.917446,5.296083,0.422861,2.672288,2.760877,1.629263,-0.042516,1.671035,2.540821,5.648802,1.083548,5.751609,5.274866,1.532165,5.681265,2.680672,4.642412,3.443131,,2.707882,-5.834498,,2.710968,,,,,1.278565,4.070426,3.219568,4.21837,2.990351,,-4.606351,,,2.433272,,4.177787,1.537495,3.377734,4.918217,,,,,,3.261599,3.034476,1.178016,2.87115,4.710017,2.70512,3.933552,2.176065,,,,,
